OutputName,OutputType,OutputTier,basic_resource_list,basic_resource_quantity_list,max_daily_production,resource_list_length
Emerald Crystals Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Framework 1 Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Steel Alloy Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Drive Motor Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Lock Mechanism Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Tantalum Processor T4,BUILDING,4,"['Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Titanium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[74058.0, 789952.0, 394976.0, 394976.0, 888696.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 37029.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,14.0
Copper Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
System Connector Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Copper Wire Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Course Correction Array Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Surge Absorber Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Crystal Lattice 1 Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Crystal Lattice 2 Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Copper Ore Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Quantum Computational Substrate Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Pressure-Wrought Nebulae Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Platinum Ore Extractor T4,BUILDING,4,"['Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Titanium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Nitrogen', 'Tenon Gas']","[74058.0, 789952.0, 394976.0, 394976.0, 888696.0, 394976.0, 394976.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 49374.0, 148122.0]",3.118991195068149,14.0
Crystal Lattice 3 Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Plasma Containment Minerals Extractor T4,BUILDING,4,"['Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Titanium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Nitrogen', 'Tenon Gas']","[74058.0, 789952.0, 394976.0, 394976.0, 888696.0, 394976.0, 394976.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 49374.0, 148122.0]",3.118991195068149,14.0
Current Stabilizer Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Phase Shift Crystals Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Cryo Formation Crystals Extractor T4,BUILDING,4,"['Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Titanium Ore', 'Copper Ore', 'Silicon Crystal', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Nitrogen', 'Tenon Gas']","[394976.0, 394976.0, 394976.0, 888696.0, 49374.0, 49374.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 49374.0, 148122.0]",3.118991195068149,13.0
Data Link Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Cinnabar Crystals Extractor T4,BUILDING,4,"['Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Titanium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Nitrogen', 'Tenon Gas']","[74058.0, 789952.0, 394976.0, 394976.0, 888696.0, 394976.0, 394976.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 49374.0, 148122.0]",3.118991195068149,14.0
Superconductor Grid Processor T4,BUILDING,4,"['Living Metal Symbionts', 'Quantum Particle', 'Titanium Ore', 'Quantum Computational Substrate', 'Biolumite', 'Jasphorus Crystals', 'Abyssal Energy Crystals', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals']","[582625.0, 622125.0, 888696.0, 69125.0, 217250.0, 88875.0, 69125.0, 49374.0, 148122.0, 98744.0, 37029.0, 493750.0, 128375.0]",3.118991195068149,13.0
Defense Coordination Array Processor T4,BUILDING,4,"['Living Metal Symbionts', 'Quantum Particle', 'Titanium Ore', 'Quantum Computational Substrate', 'Biolumite', 'Jasphorus Crystals', 'Abyssal Energy Crystals', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals']","[582625.0, 622125.0, 888696.0, 69125.0, 217250.0, 88875.0, 69125.0, 49374.0, 148122.0, 98744.0, 37029.0, 493750.0, 128375.0]",3.118991195068149,13.0
Stress Distribution Plates Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Peridot Crystals Extractor T4,BUILDING,4,"['Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Titanium Ore', 'Copper Ore', 'Silicon Crystal', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Nitrogen', 'Tenon Gas']","[394976.0, 394976.0, 394976.0, 888696.0, 49374.0, 49374.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 49374.0, 148122.0]",3.118991195068149,13.0
Palladium Extractor T4,BUILDING,4,"['Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Titanium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Nitrogen', 'Tenon Gas']","[74058.0, 789952.0, 394976.0, 394976.0, 888696.0, 394976.0, 394976.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 49374.0, 148122.0]",3.118991195068149,14.0
Oxygen Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Steel Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Osmium Ore Extractor T4,BUILDING,4,"['Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Titanium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Nitrogen', 'Tenon Gas']","[74058.0, 789952.0, 394976.0, 394976.0, 888696.0, 394976.0, 394976.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 49374.0, 148122.0]",3.118991195068149,14.0
Spatial Coordinate Matrix Processor T4,BUILDING,4,"['Quantum Computational Substrate', 'Living Metal Symbionts', 'Biolumite', 'Jasphorus Crystals', 'Quantum Particle', 'Abyssal Energy Crystals', 'Titanium Ore', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals']","[69125.0, 582625.0, 217250.0, 88875.0, 622125.0, 69125.0, 888696.0, 49374.0, 148122.0, 98744.0, 37029.0, 493750.0, 128375.0]",3.118991195068149,13.0
Ochre Ore Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Signal Analysis Engine Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Glass Lens Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Raw Chisenic Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Hydrogen Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Methane Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Manganese Ore Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Manganese Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Lunar Echo Crystals Extractor T4,BUILDING,4,"['Quantum Computational Substrate', 'Living Metal Symbionts', 'Biolumite', 'Jasphorus Crystals', 'Quantum Particle', 'Abyssal Energy Crystals', 'Titanium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals']","[69125.0, 582625.0, 217250.0, 88875.0, 622125.0, 69125.0, 888696.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 493750.0, 128375.0]",3.118991195068149,14.0
Mounting Hardware Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Multi-Spectrum Decoder Processor T4,BUILDING,4,"['Living Metal Symbionts', 'Quantum Particle', 'Titanium Ore', 'Quantum Computational Substrate', 'Biolumite', 'Jasphorus Crystals', 'Abyssal Energy Crystals', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals']","[582625.0, 622125.0, 888696.0, 69125.0, 217250.0, 88875.0, 69125.0, 49374.0, 148122.0, 98744.0, 37029.0, 493750.0, 128375.0]",3.118991195068149,13.0
Strontium Crystals Extractor T4,BUILDING,4,"['Living Metal Symbionts', 'Strontium Crystals', 'Ochre Ore', 'Titanium Ore', 'Quantum Particle', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals', 'Biolumite']","[414750.0, 167875.0, 316000.0, 888696.0, 375250.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 493750.0, 128375.0, 128375.0]",3.118991195068149,13.0
Dodiline Crystals Extractor T4,BUILDING,4,"['Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Titanium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Nitrogen', 'Tenon Gas']","[74058.0, 789952.0, 394976.0, 394976.0, 888696.0, 394976.0, 394976.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 49374.0, 148122.0]",3.118991195068149,14.0
Neural Processing Core Processor T4,BUILDING,4,"['Living Metal Symbionts', 'Quantum Particle', 'Titanium Ore', 'Quantum Computational Substrate', 'Biolumite', 'Jasphorus Crystals', 'Abyssal Energy Crystals', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals']","[582625.0, 622125.0, 888696.0, 69125.0, 217250.0, 88875.0, 69125.0, 49374.0, 148122.0, 98744.0, 37029.0, 493750.0, 128375.0]",3.118991195068149,13.0
Lumanite Extractor T4,BUILDING,4,"['Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Titanium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Nitrogen', 'Tenon Gas']","[74058.0, 789952.0, 394976.0, 394976.0, 888696.0, 394976.0, 394976.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 49374.0, 148122.0]",3.118991195068149,14.0
Living Metal Symbionts Extractor T4,BUILDING,4,"['Living Metal Symbionts', 'Quantum Particle', 'Titanium Ore', 'Quantum Computational Substrate', 'Biolumite', 'Jasphorus Crystals', 'Abyssal Energy Crystals', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals']","[582625.0, 622125.0, 888696.0, 69125.0, 217250.0, 88875.0, 69125.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 493750.0, 128375.0]",3.118991195068149,14.0
Quantum Energy Conduits Processor T4,BUILDING,4,"['Living Metal Symbionts', 'Quantum Particle', 'Titanium Ore', 'Quantum Computational Substrate', 'Biolumite', 'Jasphorus Crystals', 'Abyssal Energy Crystals', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals']","[582625.0, 622125.0, 888696.0, 69125.0, 217250.0, 88875.0, 69125.0, 49374.0, 148122.0, 98744.0, 37029.0, 493750.0, 128375.0]",3.118991195068149,13.0
Lithium Ore Extractor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Raw Chisenic', 'Iron Ore', 'Nitrogen', 'Tenon Gas']","[181034.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 32916.0, 32916.0, 82290.0, 98744.0, 49374.0, 148122.0]",3.118991195068149,12.0
Quantum Data Processor Processor T4,BUILDING,4,"['Living Metal Symbionts', 'Quantum Particle', 'Titanium Ore', 'Quantum Computational Substrate', 'Biolumite', 'Jasphorus Crystals', 'Abyssal Energy Crystals', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals']","[582625.0, 622125.0, 888696.0, 69125.0, 217250.0, 88875.0, 69125.0, 49374.0, 148122.0, 98744.0, 37029.0, 493750.0, 128375.0]",3.118991195068149,13.0
Position Sensor Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Quantum Shield Core Processor T4,BUILDING,4,"['Living Metal Symbionts', 'Quantum Particle', 'Titanium Ore', 'Quantum Computational Substrate', 'Biolumite', 'Jasphorus Crystals', 'Abyssal Energy Crystals', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Resonium Ore', 'Beryllium Crystals']","[582625.0, 622125.0, 888696.0, 69125.0, 217250.0, 88875.0, 69125.0, 49374.0, 148122.0, 98744.0, 37029.0, 493750.0, 128375.0]",3.118991195068149,13.0
Osmium Processor T4,BUILDING,4,"['Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Titanium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Bathysphere Pearls', 'Neodymium', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[74058.0, 789952.0, 394976.0, 394976.0, 888696.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 37029.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,14.0
Osmium Plating Processor T4,BUILDING,4,"['Bathysphere Pearls', 'Neodymium', 'Titanium Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Nitrogen', 'Tenon Gas', 'Iron Ore', 'Copper Ore', 'Thermal Bloom Sediment', 'Radiant Dust']","[98744.0, 37029.0, 888696.0, 394976.0, 394976.0, 394976.0, 49374.0, 148122.0, 98744.0, 49372.0, 74058.0, 74058.0]",3.118991195068149,12.0
Iridium Ore Extractor T4,BUILDING,4,"['Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Titanium Ore', 'Ochre Ore', 'Zirconium Ore', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic', 'Neodymium', 'Nitrogen', 'Tenon Gas']","[74058.0, 789952.0, 394976.0, 394976.0, 888696.0, 394976.0, 394976.0, 32916.0, 32916.0, 181034.0, 82290.0, 37029.0, 49374.0, 148122.0]",3.118991195068149,14.0
